epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
242,7321.13,0.03937,0.1705,0.07156,0.09472,0.88575,0.99624,1,0.99465,0.99465,0.99624,1,0.99465,0.97482,0.09865,0.11133,0.03266,0.22203,0.14878,0.000292516,0.000292516,0.000292516
243,7351.2,0.03858,0.17537,0.07009,0.08973,0.88717,0.99616,1,0.99476,0.99476,0.99616,1,0.99476,0.9757,0.08663,0.1195,0.03813,0.20633,0.14465,0.000287801,0.000287801,0.000287801
244,7381.17,0.03935,0.17163,0.07052,0.0911,0.88843,0.99517,1,0.99462,0.99462,0.99517,1,0.99462,0.9742,0.08611,0.13995,0.03607,0.19253,0.13939,0.000283085,0.000283085,0.000283085
245,7411.08,0.0374,0.16131,0.07012,0.09459,0.88791,0.99363,1,0.99465,0.99465,0.99363,1,0.99465,0.97438,0.08829,0.1743,0.04344,0.19994,0.14266,0.000278369,0.000278369,0.000278369
246,7441.14,0.03775,0.17418,0.07076,0.08813,0.88385,0.99515,1,0.99465,0.99465,0.99515,1,0.99465,0.96712,0.08957,0.19863,0.04213,0.20813,0.14363,0.000273654,0.000273654,0.000273654
247,7471.14,0.03833,0.16256,0.07077,0.08795,0.88661,0.99463,1,0.99468,0.99468,0.99463,1,0.99468,0.97725,0.10376,0.19084,0.03793,0.21451,0.14823,0.000268938,0.000268938,0.000268938
248,7501.16,0.03704,0.15902,0.07115,0.08488,0.89279,0.99364,1,0.99473,0.99473,0.99364,1,0.99473,0.97922,0.11452,0.13939,0.02849,0.233,0.15421,0.000264222,0.000264222,0.000264222
249,7531.1,0.03797,0.15641,0.06741,0.09217,0.88795,0.99531,1,0.99473,0.99473,0.99531,1,0.99473,0.97666,0.11835,0.11705,0.03524,0.25371,0.1518,0.000259506,0.000259506,0.000259506
250,7561.28,0.03776,0.15591,0.0684,0.08849,0.88837,0.99583,1,0.9947,0.9947,0.99583,1,0.9947,0.97775,0.12117,0.14397,0.04372,0.24067,0.16173,0.000254791,0.000254791,0.000254791
251,7591.3,0.03742,0.16263,0.07056,0.08724,0.8822,0.9961,1,0.99476,0.99476,0.9961,1,0.99476,0.978,0.12381,0.12849,0.04018,0.24398,0.17561,0.000250075,0.000250075,0.000250075
252,7621.42,0.03777,0.14659,0.07149,0.08595,0.88278,0.99617,1,0.9947,0.9947,0.99617,1,0.9947,0.97417,0.10997,0.11641,0.03711,0.22727,0.1652,0.000245359,0.000245359,0.000245359
253,7651.42,0.03621,0.14884,0.06934,0.08304,0.89103,0.99507,1,0.99489,0.99489,0.99507,1,0.99489,0.97845,0.12097,0.11565,0.03082,0.24583,0.18192,0.000240644,0.000240644,0.000240644
254,7681.35,0.03768,0.15325,0.06651,0.08763,0.88881,0.99575,1,0.99481,0.99481,0.99575,1,0.99481,0.97843,0.10557,0.12148,0.04234,0.22451,0.17144,0.000235928,0.000235928,0.000235928
255,7711.21,0.03763,0.15683,0.06782,0.08823,0.89134,0.9959,1,0.99489,0.99489,0.9959,1,0.99489,0.97752,0.10795,0.13079,0.0373,0.21887,0.17111,0.000231212,0.000231212,0.000231212
256,7741.11,0.03551,0.14865,0.06624,0.0809,0.88752,0.99552,1,0.99497,0.99497,0.99552,1,0.99497,0.97769,0.09721,0.13077,0.03437,0.20464,0.1547,0.000226497,0.000226497,0.000226497
257,7771.17,0.03604,0.15438,0.0669,0.08381,0.88467,0.99295,1,0.9946,0.9946,0.99295,1,0.9946,0.97595,0.10028,0.1299,0.02631,0.1959,0.15141,0.000221781,0.000221781,0.000221781
258,7801.14,0.03727,0.15427,0.06721,0.08402,0.88725,0.99305,1,0.99489,0.99489,0.99305,1,0.99489,0.97587,0.10727,0.13092,0.02205,0.21206,0.15721,0.000217065,0.000217065,0.000217065
259,7831.05,0.03634,0.15635,0.06478,0.08556,0.88526,0.99491,1,0.99473,0.99473,0.99491,1,0.99473,0.97487,0.10803,0.13664,0.02815,0.26721,0.15195,0.000212349,0.000212349,0.000212349
260,7861.11,0.03581,0.15531,0.07113,0.08304,0.88841,0.99518,1,0.99462,0.99462,0.99518,1,0.99462,0.98185,0.12387,0.12711,0.02542,0.34427,0.15786,0.000207634,0.000207634,0.000207634
261,7891.38,0.03558,0.14977,0.06533,0.08087,0.8825,0.99522,1,0.99454,0.99454,0.99522,1,0.99454,0.97932,0.14505,0.10451,0.03292,0.31432,0.16666,0.000202918,0.000202918,0.000202918
262,7921.56,0.03464,0.14192,0.06756,0.08061,0.8831,0.99605,1,0.99489,0.99489,0.99605,1,0.99489,0.97863,0.12796,0.10477,0.02742,0.28239,0.15341,0.000198202,0.000198202,0.000198202
263,7951.53,0.03536,0.14857,0.06958,0.08174,0.88568,0.99608,1,0.99481,0.99481,0.99608,1,0.99481,0.97743,0.10856,0.11611,0.02647,0.24165,0.15283,0.000193487,0.000193487,0.000193487
264,7981.54,0.03515,0.14827,0.06776,0.0847,0.88202,0.99623,1,0.99489,0.99489,0.99623,1,0.99489,0.97905,0.10738,0.12428,0.02624,0.24612,0.15086,0.000188771,0.000188771,0.000188771
265,8011.51,0.03644,0.14756,0.06749,0.07934,0.88261,0.99574,1,0.99409,0.99409,0.99574,1,0.99409,0.97282,0.10883,0.14027,0.02659,0.2215,0.1476,0.000184055,0.000184055,0.000184055
266,8041.6,0.03584,0.14946,0.06553,0.08247,0.88232,0.9958,1,0.99478,0.99478,0.9958,1,0.99478,0.97296,0.10605,0.13625,0.0291,0.20892,0.14945,0.00017934,0.00017934,0.00017934
267,8071.54,0.03466,0.14896,0.06543,0.08192,0.89192,0.99571,1,0.99476,0.99476,0.99571,1,0.99476,0.9734,0.1111,0.128,0.03086,0.23533,0.15223,0.000174624,0.000174624,0.000174624
268,8101.45,0.03486,0.14503,0.06698,0.0824,0.88661,0.99595,1,0.995,0.995,0.99595,1,0.995,0.97668,0.10158,0.12946,0.02739,0.21583,0.15065,0.000169908,0.000169908,0.000169908
269,8131.39,0.03501,0.14923,0.0666,0.08782,0.88865,0.99626,1,0.99495,0.99495,0.99626,1,0.99495,0.97566,0.11113,0.12441,0.02574,0.22927,0.1627,0.000165192,0.000165192,0.000165192
270,8161.48,0.03476,0.14834,0.06936,0.08189,0.88577,0.99628,1,0.99489,0.99489,0.99628,1,0.99489,0.97992,0.10409,0.12192,0.0258,0.20972,0.15797,0.000160477,0.000160477,0.000160477
271,8191.47,0.03439,0.14567,0.06645,0.0821,0.88723,0.99626,1,0.995,0.995,0.99626,1,0.995,0.97971,0.09793,0.12572,0.02667,0.20418,0.15109,0.000155761,0.000155761,0.000155761
272,8221.48,0.03417,0.14923,0.06614,0.07553,0.88225,0.99616,1,0.99478,0.99478,0.99616,1,0.99478,0.98068,0.10384,0.13233,0.02338,0.20885,0.15209,0.000151045,0.000151045,0.000151045
273,8251.67,0.03275,0.14444,0.06548,0.07706,0.88583,0.99617,1,0.99497,0.99497,0.99617,1,0.99497,0.98064,0.09691,0.14375,0.02661,0.19585,0.15042,0.00014633,0.00014633,0.00014633
274,8281.71,0.03325,0.14391,0.0627,0.08046,0.88223,0.9962,1,0.99492,0.99492,0.9962,1,0.99492,0.98065,0.10563,0.13514,0.02578,0.20621,0.15667,0.000141614,0.000141614,0.000141614
275,8311.59,inf,0.14205,0.06441,0.07915,0.88501,0.99617,1,0.99497,0.99497,0.99617,1,0.99497,0.98014,0.11049,0.12371,0.02605,0.21316,0.16347,0.000136898,0.000136898,0.000136898
276,8341.54,0.03331,0.14612,0.06549,0.07654,0.88845,0.99612,1,0.99478,0.99478,0.99612,1,0.99478,0.97805,0.10342,0.12123,0.0262,0.20885,0.16222,0.000132183,0.000132183,0.000132183
277,8371.54,0.03256,0.13763,0.06603,0.07368,0.8807,0.99607,1,0.99481,0.99481,0.99607,1,0.99481,0.97582,0.08983,0.11757,0.02513,0.19377,0.14881,0.000127467,0.000127467,0.000127467
278,8401.36,0.03303,0.1411,0.06237,0.07917,0.88188,0.99592,1,0.99473,0.99473,0.99592,1,0.99473,0.97696,0.09241,0.11167,0.02568,0.19447,0.15057,0.000122751,0.000122751,0.000122751
279,8431.22,0.03295,0.1389,0.06398,0.07988,0.88684,0.996,1,0.99495,0.99495,0.996,1,0.99495,0.97862,0.09345,0.11202,0.02508,0.18999,0.14481,0.000118035,0.000118035,0.000118035
280,8461.12,0.03282,0.13904,0.06419,0.07846,0.89034,0.99599,1,0.99487,0.99487,0.99599,1,0.99487,0.97919,0.0934,0.12203,0.02496,0.18513,0.14487,0.00011332,0.00011332,0.00011332
281,8491.12,0.03291,0.14294,0.06609,0.07657,0.88515,0.99597,1,0.99495,0.99495,0.99597,1,0.99495,0.97874,0.09583,0.12241,0.02359,0.18684,0.14938,0.000108604,0.000108604,0.000108604
282,8521.02,0.03152,0.13933,0.06572,0.07477,0.88122,0.99618,1,0.99495,0.99495,0.99618,1,0.99495,0.97928,0.09365,0.12033,0.02359,0.18455,0.14492,0.000103888,0.000103888,0.000103888
283,8550.87,0.03165,0.13582,0.06335,0.07839,0.88936,0.99622,1,0.99484,0.99484,0.99622,1,0.99484,0.98099,0.10477,0.12007,0.02414,0.19872,0.15257,9.91726e-05,9.91726e-05,9.91726e-05
284,8580.67,0.03136,0.13952,0.06552,0.07198,0.88557,0.99625,1,0.99487,0.99487,0.99625,1,0.99487,0.98098,0.09778,0.12218,0.02602,0.19533,0.14725,9.44569e-05,9.44569e-05,9.44569e-05
285,8610.58,0.03106,0.12981,0.06165,0.07127,0.88618,0.99625,1,0.99492,0.99492,0.99625,1,0.99492,0.97857,0.09402,0.12309,0.02679,0.18895,0.14188,8.97412e-05,8.97412e-05,8.97412e-05
286,8640.51,inf,0.14574,0.06692,0.07677,0.88414,0.99627,1,0.99489,0.99489,0.99627,1,0.99489,0.97799,0.09231,0.12729,0.02625,0.18543,0.13862,8.50255e-05,8.50255e-05,8.50255e-05
287,8670.32,0.03127,0.1406,0.06685,0.07015,0.88261,0.99627,1,0.99468,0.99468,0.99627,1,0.99468,0.9758,0.09399,0.13182,0.02634,0.18499,0.13948,8.03098e-05,8.03098e-05,8.03098e-05
288,8700.08,0.03186,0.13207,0.06262,0.07189,0.88855,0.9962,1,0.99492,0.99492,0.9962,1,0.99492,0.97732,0.09221,0.13545,0.02496,0.18433,0.13796,7.55941e-05,7.55941e-05,7.55941e-05
289,8729.83,inf,0.1368,0.06306,0.07267,0.88613,0.99603,1,0.99495,0.99495,0.99603,1,0.99495,0.9777,0.08992,0.13662,0.02725,0.18565,0.13524,7.08784e-05,7.08784e-05,7.08784e-05
290,8759.55,0.03117,0.13027,0.06468,0.06505,0.8846,0.99593,1,0.995,0.995,0.99593,1,0.995,0.97758,0.08808,0.13775,0.02851,0.18761,0.13685,6.61627e-05,6.61627e-05,6.61627e-05
291,8790.3,0.02694,0.13349,0.10149,0.15377,0.90835,0.99596,1,0.99492,0.99492,0.99596,1,0.99492,0.97685,0.08512,0.13387,0.03098,0.18785,0.13961,6.1447e-05,6.1447e-05,6.1447e-05
292,8819.99,0.02437,0.12843,0.09778,0.04449,0.90482,0.99566,1,0.99468,0.99468,0.99566,1,0.99468,0.97495,0.0803,0.13664,0.03146,0.19245,0.13565,5.67313e-05,5.67313e-05,5.67313e-05
293,8849.68,0.02089,0.11422,0.08751,0.03968,0.89861,0.99534,1,0.9943,0.9943,0.99534,1,0.9943,0.97572,0.08088,0.15265,0.02603,0.20188,0.13628,5.20156e-05,5.20156e-05,5.20156e-05
294,8879.39,0.02067,0.10884,0.08958,0.03723,0.89676,0.99512,1,0.99395,0.99395,0.99512,1,0.99395,0.9743,0.08285,0.15371,0.0272,0.20437,0.138,4.72999e-05,4.72999e-05,4.72999e-05
295,8909.08,0.02005,0.10662,0.0864,0.03569,0.90343,0.9941,1,0.99417,0.99417,0.9941,1,0.99417,0.97835,0.08109,0.15667,0.02749,0.20668,0.13595,4.25842e-05,4.25842e-05,4.25842e-05
296,8938.8,0.02095,0.10626,0.08365,0.03723,0.89496,0.99364,1,0.99433,0.99433,0.99364,1,0.99433,0.98063,0.08594,0.15914,0.02597,0.21433,0.1394,3.78685e-05,3.78685e-05,3.78685e-05
297,8968.57,0.01951,0.10194,0.08385,0.0348,0.89142,0.99387,1,0.99419,0.99419,0.99387,1,0.99419,0.97957,0.08967,0.15537,0.02434,0.22005,0.13933,3.31528e-05,3.31528e-05,3.31528e-05
298,8998.22,0.01947,0.09389,0.07154,0.03664,0.89525,0.99432,1,0.99435,0.99435,0.99432,1,0.99435,0.97873,0.09298,0.14716,0.02471,0.23625,0.13915,2.84371e-05,2.84371e-05,2.84371e-05
299,9027.84,0.01853,0.10294,0.08093,0.03374,0.90503,0.99448,1,0.99438,0.99438,0.99448,1,0.99438,0.97992,0.09876,0.1404,0.02477,0.26353,0.14179,2.37214e-05,2.37214e-05,2.37214e-05
300,9057.52,0.01884,0.10556,0.08287,0.03542,0.8919,0.99464,1,0.99409,0.99409,0.99464,1,0.99409,0.97891,0.09984,0.13867,0.02371,0.26103,0.14048,1.90057e-05,1.90057e-05,1.90057e-05
